#x;y;w_right;w_left;x_normvec;y_normvec;alpha;s;psj;kappa;vx;ax
505.13795017849196;-416.3058475273511;4.375;7.625;0.740813627995494;0.671710628601449;0;0;2.3073118254034832;0.0;33.05555555555556;0
504.4609395395474;-415.5698742977049;4.375;7.625;0.74052507413771;0.6720287304671871;0;1;2.3077413043071133;-0.10350726557559695;33.05555555555556;0.16666666666666666
503.7839126848014;-414.8339159850666;4.375;7.625;0.7402717290553279;0.6723077919832814;0;2;2.308118211540015;-0.026069343808552903;33.05555555555556;0.3333333333333333
503.1068854512404;-414.0979580209024;4.375;7.625;0.7400475192808926;0.6725545845551845;0;3;2.308451643088506;-0.011660572631884157;33.05555555555556;0.5
502.42985821767934;-413.3620000567382;4.375;7.625;0.739847692252198;0.6727743992372903;0;4;2.3087487109873357;-0.006599085977212108;33.05555555555556;0.6666666666666666
501.75283389452534;-412.62603941522434;4.375;7.625;0.7396684757360579;0.6729714303016858;0;5;2.3090150562527594;-0.00424797120578178;33.05555555555556;0.8333333333333334
501.07580964539164;-411.89007870561755;4.375;7.625;0.7395068374580657;0.6731490454221636;0;6;2.3092552105036313;-0.0029669753477157613;33.05555555555556;1.0
500.3994457066891;-411.1535112853832;4.375;7.625;0.739360312149771;0.6733099797402332;0;7;2.3094728559053523;-0.0021365011871325246;33.05555555555556;1.1666666666666667
499.7232935252058;-410.4167492970346;4.375;7.625;0.739226874938552;0.6734564777092743;0;8;2.3096710152967512;-0.0015972130153414739;33.05555555555556;1.3333333333333333
499.04714134372256;-409.67998730868595;4.375;7.625;0.7391048472125515;0.6735903984076012;0;9;2.3098521934395913;-0.0012367281446478342;33.05555555555556;1.5
498.42540903151905;-408.8977950826057;4.375;7.625;0.738992825641167;0.6737132948449837;0;10;2.3100184834478314;0.0007401842025450191;33.05555555555556;1.6666666666666667
498.2129161468056;-408.6291641172264;4.375;7.625;0.7388896279677153;0.6738264744589154;0;11;2.310171648015736;0.0012821231569907627;33.05555555555556;1.8333333333333333
497.53633993632405;-407.8927914999935;4.375;7.625;0.7387942511257818;0.673931045807726;0;12;2.3103131821423726;0.0009719445819020491;33.05555555555556;2.0
496.8597637258426;-407.15641888276053;4.375;7.625;0.7387058385299414;0.6740279550002182;0;13;2.3104443620902204;0.0007542678139024782;33.05555555555556;2.1666666666666665
496.18318751536106;-406.4200462655276;4.375;7.625;0.7386236542789459;0.6741180144007547;0;14;2.310566283978145;0.000597028314778408;33.05555555555556;2.3333333333333335
495.5066113048795;-405.6836736482947;4.375;7.625;0.7385470626250692;0.6742019254554841;0;15;2.310679894481899;0.0004806259181547001;33.05555555555556;0
494.83003509439806;-404.9473010310617;4.375;7.625;0.7385606234153466;0.6741870701373133;0;16;2.3106597804193827;0.00048362823622521614;33.05555555555556;0
494.1534588839165;-404.2109284138288;4.375;7.625;0.7385746902100707;0.6741716598768434;0;17;2.31063891535668;0.0004867426439122917;33.05555555555556;0
493.476882673435;-403.4745557965959;4.375;7.625;0.7385887685086092;0.6741562363673098;0;18;2.310618032753009;0.0004898596620512939;33.05555555555556;0
492.80030646295353;-402.7381831793629;4.375;7.625;0.7386028464829514;0.6741408125661001;0;19;2.3105971501524682;0.0004929766718979633;33.05555555555556;0
492.123730252472;-402.00181056213;4.375;7.625;0.7386168332671236;0.6741254880320475;0;20;2.3105764023459474;0.0004960735542235119;33.05555555555556;0
491.44715404199053;-401.2654379448971;4.375;7.625;0.7386308174202993;0.6741101657422326;0;21;2.31055565797068;0.0004991699165747784;33.05555555555556;0
490.770577831509;-400.5290653276641;4.375;7.625;0.7386241974781371;0.6741174192229258;0;22;2.310565478185362;0.0004977041028743388;33.05555555555556;0
490.0940016210275;-399.7926927104312;4.375;7.625;0.7386109697504147;0.6741319124358021;0;23;2.3105851002647673;0.0004947752247674096;33.05555555555556;0
489.417425410546;-399.0563200931983;4.375;7.625;0.7385977417367341;0.6741464053908444;0;24;2.310604722346507;0.000491846339686639;33.05555555555556;0
488.7408492000645;-398.3199474759653;4.375;7.625;0.7369551590481191;0.6759416347232662;0;25;2.3130380182936485;0.0001285274527623294;33.05555555555556;0
488.06427298958295;-397.5835748587324;4.375;7.625;0.7363726172329356;0.6765762104815072;0;26;2.3138994365458756;-1.8603527608444906e-16;33.05555555555556;0
487.3876967791015;-396.8472022414995;4.375;7.625;0.7363726172329356;0.6765762104815072;0;27;2.3138994365458756;1.8603527608445051e-16;33.05555555555556;0
486.71112056861995;-396.11082962426656;4.375;7.625;0.7363726172329337;0.6765762104815091;0;28;2.3138994365458783;-1.7092846632737242e-16;33.05555555555556;0
486.0345443581384;-395.3744570070336;4.375;7.625;0.7363726172329356;0.6765762104815072;0;29;2.3138994365458756;-1.8603527608444906e-16;33.05555555555556;0
485.35796814765695;-394.63808438980067;4.375;7.625;0.7363726172329356;0.6765762104815072;0;30;2.3138994365458756;1.8603527608445051e-16;33.05555555555556;0
484.6813919371754;-393.90171177256775;4.375;7.625;0.7363726172329337;0.6765762104815091;0;31;2.3138994365458783;-1.7092846632737242e-16;33.05555555555556;0
484.0048157266939;-393.1653391553348;4.375;7.625;0.7363726172329356;0.6765762104815072;0;32;2.3138994365458756;-1.8603527608444906e-16;33.05555555555556;0
483.3282395162124;-392.42896653810186;4.375;7.625;0.7363726172329356;0.6765762104815072;0;33;2.3138994365458756;1.8603527608445051e-16;33.05555555555556;0
482.6516633057309;-391.69259392086894;4.375;7.625;0.7363726172329346;0.6765762104815081;0;34;2.313899436545877;-3.5696374241182207e-16;33.05555555555556;0
