#x;y;w_right;w_left;x_normvec;y_normvec;alpha;s;psj;kappa;vx;ax
674.3824562127019;-595.8911291339115;1.125;7.625;0.7344872668803136;0.6786224685277427;0;0;2.3166818317260103;0;33.333333333333336;1.5
673.7664770391436;-595.242783292923;1.125;7.625;0.7348807248201423;0.6781963729538977;0;1;2.316101860521645;0.001918327141778487;33.333333333333336;1.5
673.1513110186896;-594.5922704857818;1.125;7.625;0.7352491598066438;0.6777969260800939;0;2;2.3155584434152368;0.0018362811030633646;33.333333333333336;1.5
672.3322879867936;-593.7217266444767;1.125;7.625;0.7357016261674554;0.6773057782527487;0;3;2.3148906470296935;0.0017272389516412906;33.333333333333336;1.5
671.7188695273138;-593.0665567430009;1.125;7.625;0.7360119910120495;0.6769684993310093;0;4;2.314432298459839;0.0016457073421158543;33.333333333333336;1.5
671.106135824136;-592.4095620125338;1.125;7.625;0.7362975908065349;0.6766578587236628;0;5;2.3140103211711316;0.0015643771801553015;33.333333333333336;1.5
670.2901561535829;-591.5309078201564;1.125;7.625;0.7366399789270666;0.676285103670287;0;6;2.3135041828892686;0.0014562296227850536;33.333333333333336;1.5
669.6788704188415;-590.870054315398;1.125;7.625;0.7368680372784964;0.6760366082079701;0;7;2.3131668987249094;0.0013753224639785884;33.333333333333336;1.5
669.0681410436002;-590.20771811881;1.125;7.625;0.7370715259304225;0.6758147421169491;0;8;2.3128658469112757;0.0012945756883145244;33.333333333333336;1.5
668.2546340819371;-589.322474184967;1.125;7.625;0.7373047040966518;0.6755603402487069;0;9;2.3125207492889235;0.001187140421598851;33.333333333333336;1.5
667.6450530825939;-588.6570775341313;1.125;7.625;0.7374510344652709;0.6754006009518364;0;10;2.3123041177586043;0.0011067171893590641;33.333333333333336;1.5
667.0359000459492;-587.9905403286273;1.125;7.625;0.7375729282684717;0.6752674843981991;0;11;2.312123623669506;0.0010264103834420482;33.333333333333336;1.5
666.2242951407229;-587.1002272629256;1.125;7.625;0.7376974882300303;0.6751314063640531;0;12;2.311939144902443;0.0009194922261449405;33.333333333333336;1.5
665.6159908874386;-586.4314279232176;1.125;7.625;0.7377624620375776;0.6750604044144879;0;13;2.3118429010843746;0.0008394039567094808;33.333333333333336;1.5
665.0079862000503;-585.7618301660026;1.125;7.625;0.73780307043146;0.6750160214853497;0;14;2.311782743906468;0.0007593862731275321;33.333333333333336;1.5
664.1977126988075;-584.8679685780487;1.125;7.625;0.7378193284414033;0.6749982507964569;0;15;2.3117586582204477;0.0006527816591645439;33.333333333333336;1.5
663.5902572022417;-584.1969070066732;1.125;7.625;0.7381803787160596;0.6746033860562923;0;16;2.3112236110536633;0.0005324658816263733;33.333333333333336;1.5
662.9829728747703;-583.5253891549527;1.125;7.625;0.7384681219527277;0.6742883899783618;0;17;2.3107969745548487;0.00041240940581603;33.333333333333336;1.5
662.1734601250579;-582.6294996543533;1.125;7.625;0.7387380806291791;0.6739926173396237;0;18;2.310396525877787;0.0002526367009434938;33.333333333333336;1.5
661.566425395871;-581.9573163085155;1.125;7.625;0.7388554556395271;0.6738639444811592;0;19;2.3102223604459806;0.00013295851569472954;33.333333333333336;1.5
660.9594334389764;-581.285018819494;1.125;7.625;0.7388999871534914;0.673815114838314;0;20;2.310156274216266;1.334523227295988e-05;33.333333333333336;1.5
660.1501107883414;-580.3886220158558;1.125;7.625;0.7388460354557992;0.6738742730593354;0;21;2.3102363396944803;-0.0001461510066600051;33.333333333333336;1.5
659.5430688371933;-579.7164573527608;1.125;7.625;0.7386503086569522;0.6740888083338791;0;22;2.3105267434899153;-0.00027974540556674867;33.333333333333336;1.5
658.9359412615357;-579.0445206836434;1.125;7.625;0.7380352549651683;0.6747621524867107;0;23;2.311438710292804;-0.0004821193849135555;33.333333333333336;1.5
658.1262380575247;-578.1491371865734;1.125;7.625;0.7360133471818575;0.6769670248765138;0;24;2.3144302951594105;-0.0009689394252445954;33.333333333333336;1.5
657.5187608950757;-577.478131663426;1.125;7.625;0.7331682018965575;0.6800473422694692;0;25;2.3186235317017445;-0.0015837123748142883;33.333333333333336;1.5
656.9110697113152;-576.8076962714179;1.125;7.625;0.7287921791303332;0.6847349557591319;0;26;2.3250362874593633;-0.002493976813271415;33.333333333333336;1.5
656.1004153014748;-575.9148466905223;1.125;7.625;0.7198919870831655;0.6940861091633022;0;27;2.337945966118265;-0.00431564913333118;33.333333333333336;1.5
655.492074938385;-575.2461407645278;1.125;7.625;0.710629164176879;0.70356676372699;0;28;2.3512005981857227;-0.006204237563011461;33.333333333333336;1.5
654.8833921571818;-574.5783471068338;1.125;7.625;0.699807460816842;0.714331518123822;0;29;2.3664647301506023;-0.008411373036588649;33.333333333333336;1.5
654.0712158890591;-573.6895520517198;1.125;7.625;0.6845270640705435;0.7289874474604908;0;30;2.3876379098173546;-0.011522649498887658;33.333333333333336;1.5
653.4615843359886;-573.0242861800829;1.125;7.625;0.6737731946632056;0.7389382126763632;0;31;2.402289437920387;-0.013697071339608624;33.333333333333336;1.5
652.8514819680026;-572.3602747139084;1.125;7.625;0.6647283399125169;0.7470851585442916;0;32;2.4144625211083337;-0.01550115414340384;33.333333333333336;1.5
652.0372131891444;-571.4770547941822;1.125;7.625;0.655545405967752;0.7551557592408172;0;33;2.426688016313837;-0.01728258829065063;33.333333333333336;1.5
651.4258624567533;-570.8163694341081;1.125;7.625;0.6506271784054576;0.759397310187594;0;34;2.4331826190769132;-0.018190243879266134;33.333333333333336;1.5
