time;type;message
1717157733.7917614;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157733.844075;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157733.891928;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157733.9440508;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157733.9932032;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.0440903;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.0917532;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.1423209;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.1913445;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.2424269;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.2914467;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.3423386;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.3930507;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.442925;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.4918237;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.5424757;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.5915768;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.64251;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.691553;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.742848;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.7918022;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.843612;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.8923583;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.942507;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157734.9913545;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.0426722;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.0917423;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.1427045;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.1918247;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.242769;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.2913547;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.3429255;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.3913803;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.4425187;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.4919357;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.5441742;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.5914345;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.642588;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157735.6913903;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
