time;type;message
1716456215.2937813;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1716456215.3942692;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456215.5942824;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456215.9942703;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456216.1943662;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456216.594276;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456216.7942688;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456216.8943088;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456217.294301;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456217.3943005;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456217.7942681;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456217.8942902;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.1942685;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.2942722;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.394279;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.494307;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.794276;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456218.8942883;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456219.0942957;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456219.3943057;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456219.7942948;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456219.9942787;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456220.0943255;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456220.2942786;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456220.4942703;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456220.6942842;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456220.9942782;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456221.0942905;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456221.1943216;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456221.694271;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456221.8942847;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456221.994351;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456222.1943262;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456222.3943856;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456222.4943936;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456222.6944172;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456223.0943835;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456223.4943593;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456223.7943542;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456223.894445;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456224.0943813;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456224.1944344;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456224.4944315;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456224.6943636;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456224.8943682;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.1943755;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.3943605;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.5943496;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.6943643;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.7943733;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456225.9944017;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456226.1943536;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456226.2943711;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456226.3943882;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456226.8943765;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456227.1943727;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456227.2944438;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456227.4944186;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456227.6943617;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456227.8943598;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456228.1944802;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456228.4943771;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456228.594384;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456228.894432;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456229.2943738;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456229.494399;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456229.7944417;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456230.1943717;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456230.2943914;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456230.6943638;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456230.7943635;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456230.894376;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456231.0944335;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456231.2943547;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456231.4943533;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456231.6943724;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456231.8943508;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456232.0943558;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456232.1943586;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456232.394357;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456232.7943413;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456232.8943646;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456233.0944283;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456233.2943776;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456233.3944201;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456233.6943843;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456233.8943627;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456234.3943546;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456234.4943595;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456234.5944324;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456234.7943475;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456234.8943954;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456235.0943506;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456235.1944072;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456235.494356;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456235.594377;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456235.8943553;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456236.0943525;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456236.1943607;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456236.3943505;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456236.6943536;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456236.7943728;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456237.0943797;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456237.2943747;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456237.4943545;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456237.5943606;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456237.6943648;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.0943584;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.2943554;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.3943803;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.4943898;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.5945315;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.894373;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456238.9943824;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.094401;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.1944816;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.3943734;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.494383;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.5944295;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456239.894369;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456240.0943828;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456240.2943814;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
