time;type;message
1716456446.5960495;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1716456446.6966825;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456446.8966265;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456447.2966416;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456447.6965432;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456447.7966437;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.1965637;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.2966323;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.5965793;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.7965512;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.8966799;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456448.9966958;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.1965504;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.296593;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.3966374;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.5966332;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.896653;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456449.996686;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456450.3965409;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456450.4966397;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456450.596683;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456450.7966416;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456450.9966645;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456451.396664;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456451.696681;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
1716456452.096704;WARNING;Warning: One trajectory generation iteration took more than 0.100s (Actual calculation time: 0.100s)
