latitude,longitude
37.38068560321806,126.6539327824756
37.38068540176546,126.6539325813772
37.38068550040886,126.65393272946929
37.38068598995629,126.65393326347534
37.38068589424027,126.6539331691443
37.38068580048632,126.65393307631525
37.38068570667222,126.65393298350892
37.38068561284261,126.65393289057894
37.38068610067255,126.65393342018658
37.38068564865899,126.65393297470068
37.3806861404118,126.65393350538922
37.380685967747944,126.65393333568265
37.380686198081584,126.65393360628258
37.38068611565443,126.65393352544307
37.38068603339886,126.65393344463453
37.38068642930514,126.6539338766463
37.38068666728728,126.6539341508379
37.380686590423544,126.65393407602234
37.38068651587112,126.65393400298672
37.38068644147247,126.65393393000151
37.380686366944666,126.65393385694908
37.38068669343659,126.65393421697904
37.380686622707145,126.65393414760605
37.380687014983664,126.6539345693618
37.38068694655257,126.65393450323631
37.38068681226997,126.65393437526555
37.38068706443941,126.65393468223475
37.38068699781845,126.65393462713176
37.38068693081165,126.65393457385677
37.380687243438835,126.65393496489848
37.3806871112706,126.65393487722437
37.380687541955844,126.6539353583887
37.380687475366244,126.65393531833928
37.380687411041876,126.6539352813681
37.380687282302524,126.65393521064483
37.38068770395458,126.65393568707319
37.38068757669572,126.65393562686577
37.38068751339045,126.65393559899881
37.38068738536564,126.65393554828923
37.380687797861775,126.65393602687466
37.38068799842216,126.65393646846495
37.38068779416058,126.65393647625257
37.38068795818608,126.65393700567986
37.38068788597533,126.65393702970887
37.38068817213801,126.65393753949462
37.38068810020224,126.65393757528237
37.38068802601979,126.65393761289376
37.380687874525655,126.65393769647004
37.380688216684035,126.65393817876131
37.38068806613576,126.65393828618605
37.38068798788619,126.65393834328295
37.38068823373348,126.65393888402059
37.380688157407214,126.6539389531523
37.38068791663141,126.6539391698989
37.38068822502151,126.65393964997715
37.380688147403035,126.65393973386212
37.38068798455784,126.65393990373236
37.38068803026435,126.65394066055681
37.38068794779167,126.65394075889824
37.38068813951166,126.65394132721342
37.38068806148153,126.65394143369296
37.3806878196361,126.65394175176417
37.38068793403922,126.65394242687883
37.38068785884013,126.65394253298373
37.380687967190404,126.65394318352445
37.38068800310011,126.65394391524558
37.38068793815754,126.65394401810525
37.38068781279646,126.65394422189999
37.380687872696825,126.65394491694232
37.38068781805157,126.65394501492109
37.38068798879235,126.65394548242158
37.380687939380365,126.65394557621273
37.38068780114783,126.6539458490876
37.38068794121149,126.65394636862473
37.38068790517113,126.65394645128153
37.38068808006019,126.6539468584582
37.38068805001643,126.65394693791968
37.38068796705006,126.65394716511017
37.38068816894791,126.65394746811461
37.38068814724044,126.6539475407992
37.38068810669947,126.65394768279326
37.38068828149852,126.65394803270611
37.3806882534034,126.65394816411487
37.38068824183429,126.6539482281148
37.38068841772464,126.65394854971244
37.38068840860425,126.65394860897713
37.380688399810026,126.65394872677219
37.38068839778255,126.65394878312158
37.38068858022814,126.65394912288664
37.3806885927075,126.6539492207865
37.38068876654726,126.65394943211703
37.38068877640177,126.65394947485191
37.380689024803964,126.65394985586539
37.38068904713951,126.65394988989523
37.38068907061162,126.6539499227582
37.3806892532324,126.6539501210521
37.38068928037491,126.65395015257894
37.38068933744181,126.6539502152814
37.380689544249286,126.65395043677853
37.380689605729174,126.65395050886204
37.380689739794825,126.65395064992214
37.38068980479682,126.6539507231354
37.38069002872768,126.65395096936416
37.38069010043317,126.65395105036623
37.3806901369152,126.65395109119329
37.38069024597245,126.65395120725398
37.38069039951169,126.65395138006245
37.38069053437814,126.65395152934774
37.380690574704474,126.6539515746749
37.38069065629434,126.65395166661081
37.380690822680684,126.65395185152981
37.38069086600933,126.65395189977865
37.38069090990552,126.65395194865681
37.380690979566246,126.65395202644753
37.38069106950499,126.65395212628616
37.380691264972995,126.65395234418715
37.38069140864366,126.65395250426488
37.38069150382413,126.65395261179452
37.38069168903977,126.65395282019782
37.38069179169364,126.65395293371876
37.3806919729999,126.6539531383972
37.380692026928,126.65395319791662
37.380692081310215,126.65395325816513
37.38069213602331,126.65395331868106
37.38069219102232,126.65395337949197
37.38069236992043,126.6539535871842
37.38069242693539,126.65395364992084
37.38069254276364,126.65395377769556
37.38069260136663,126.65395384223987
37.380692766846856,126.65395402912598
37.38069282729681,126.653954095492
37.38069280333213,126.65395407469514
37.38069292536259,126.65395420874874
37.380693014083185,126.6539543125446
37.380693076388646,126.6539543809812
37.380693139365086,126.65395445000121
37.38069320278285,126.65395451987925
37.380693266739286,126.65395459029428
37.38069321984284,126.6539545462201
37.38069342023075,126.65395477594893
37.38069348586794,126.65395484831673
37.38069368562655,126.6539550694257
37.3806938201579,126.65395522754139
37.38069388869033,126.65395530346484
37.380693810345235,126.65395522668733
37.3806939480369,126.65395537885611
37.38069399912591,126.65395544419597
37.38069406868851,126.65395552105085
37.38069413874057,126.6539555990726
37.380694209784714,126.65395567827426
37.3806942813017,126.65395575794346
37.38069418278552,126.65395565890387
37.380694359569496,126.6539558643651
37.380694432286155,126.65395594500845
37.38069457854753,126.65395610745902
37.38069465159635,126.65395618834467
37.38069475275401,126.6539563108873
37.38069482776043,126.6539563936528
37.380694700365574,126.6539562632157
37.380694861038066,126.65395645274465
37.38069493598923,126.65395653561824
37.3806950113829,126.6539566188891
37.38069508726147,126.65395670293871
37.38069516359901,126.65395678787829
37.380695017543886,126.65395663853019
37.38069524311095,126.65395690333071
37.38069539875871,126.65395707559473
37.380695476684615,126.6539571633158
37.38069538828113,126.65395708330766
37.38069553303269,126.65395726747515
37.38069560077358,126.65395736855751
37.380695415414735,126.65395721258415
37.38069553233274,126.6539574587138
37.38069546705338,126.65395778410671
37.380695502514726,126.65395794989365
37.38069553380148,126.65395812323418
37.380695561579394,126.65395830553278
37.38069558620289,126.65395849798952
37.380695375699254,126.65395885553825
37.38069538745193,126.65395933135012
37.3806951248655,126.65395929869035
37.38069510547252,126.6539598323592
37.380694822211154,126.65396012998596
37.38069479911514,126.65396043541908
37.3806947437339,126.65396108243654
37.38069471073738,126.65396142324481
37.380694437589774,126.65396149917248
37.38069430384381,126.65396262374158
37.38069398058476,126.6539631683292
37.380693923518756,126.65396359570084
37.38069386460548,126.65396403797398
37.380693741037035,126.6539649661867
37.38069327755342,126.65396671026754
37.38069314718023,126.65396779946785
37.38069290780859,126.6539680938696
37.380692778520604,126.65396926770966
37.380692516192326,126.65397025495957
37.38069245653555,126.6539708933244
37.38069234788279,126.65397222650093
37.38069229528572,126.6539729177612
37.3806921412866,126.65397338008543
37.38069203075574,126.65397559869454
37.38069191678324,126.65397692354993
37.38069189235989,126.65397772420911
37.3806918814198,126.6539785515181
37.38069188662986,126.6539802565021
37.38069196647857,126.65398359303185
37.38069207814828,126.65398522126694
37.38069214768423,126.65398618459744
37.38069231735187,126.65398814519351
37.38069255893754,126.65398986502106
37.38069267938437,126.65399087030299
37.38069294672813,126.65399289028969
37.38069309211828,126.65399390254933
37.38069329365196,126.65399461813378
37.38069380618408,126.653997673757
37.38069425056813,126.65399942157839
37.38069444752956,126.65400045530751
37.3806946559691,126.65400150083424
37.3806950963579,126.65400361020029
37.38069532805,126.65400467285151
37.38069611651217,126.65400753606798
37.38069662499411,126.65400969220553
37.380696908140486,126.65401042063661
37.38069742205358,126.65401260218557
37.38069821212682,126.65401556059744
37.38069874749092,126.65401781333253
37.380699014431734,126.65401895757822
37.38070004931331,126.65402329067258
37.3807005144208,126.65402535751245
37.38070078739691,126.65402658241135
37.380701068191385,126.65402782346547
37.38070163547986,126.65403033884333
37.38070235352708,126.65403383622339
37.3807026287029,126.65403514625672
37.38070316617277,126.65403780153729
37.38070325071657,126.6540387841833
37.380703766587,126.65404150180963
37.380704276850096,126.65404530724017
37.38070472977122,126.65404813013514
37.38070494218077,126.65404955926296
37.38070539919625,126.6540550375014
37.380705337667436,126.65405767248446
37.38070545897975,126.65405917419464
37.38070557181889,126.65406069201367
37.3807057531472,126.65406376650607
37.380705441518806,126.65406974800786
37.3807048633649,126.65407267159621
37.38070480792397,126.65407433657576
