latitude,longitude
37.365465907,126.64106715
37.365465901,126.64106710699998
37.365465898000004,126.641067071
37.365465893999996,126.64106704000001
37.365465883,126.64106701199998
37.365465885,126.64106698399999
37.365465891,126.641066943
37.365465895,126.64106689799999
37.365465893,126.64106685499999
37.365465902,126.64106682799999
37.365465914,126.641066799
37.365465926999995,126.64106676600001
37.365465945,126.641066738
37.365465965,126.641066721
37.365465981,126.64106670499999
37.365465985,126.64106668199999
37.365465986,126.641066649
37.365465997,126.64106660999998
37.365466012999995,126.64106658399999
37.365466014999996,126.64106655999998
37.36546602,126.641066544
37.365466026,126.64106652299999
37.365466017,126.64106649899999
37.365466012999995,126.64106647999999
37.365466012999995,126.641066451
37.365466020999996,126.64106643399998
37.365466024,126.641066413
37.365466024,126.64106638399998
37.365466024999996,126.641066343
37.365466018999996,126.64106630399999
37.365466018999996,126.641066277
37.365466075,126.64106625699999
37.365466241,126.64106639100001
37.36546653999999,126.64106667799999
37.365466958,126.64106707999998
37.365467499,126.64106757799999
37.365468161,126.641068194
37.365468989,126.641068971
37.365470044,126.64107000199999
37.365471444,126.64107135799999
37.365473248,126.641073096
37.365475427999996,126.641075196
37.365478028,126.64107768499998
37.365481028,126.64108054
37.36548440799999,126.64108378299998
37.365488131,126.64108733599998
37.365492108999995,126.64109117599999
37.365496293,126.64109525999999
37.365500661,126.641099523
37.365505195999994,126.64110399100001
37.365509945,126.64110868399999
37.365514901,126.64111363699999
37.36552003999999,126.641118844
37.36552538,126.64112438299999
37.365530881,126.641130303
37.365536473,126.64113655899999
37.365542113,126.64114322
37.36554769599999,126.641150346
37.365553168999995,126.64115778099999
37.365558562,126.641165446
37.365563785,126.64117333599998
37.365568804,126.641181542
37.365573655999995,126.641190067
37.365578372,126.641198769
37.365582787,126.641207696
37.365586924,126.64121683599998
37.365590919,126.64122620699999
37.365594613,126.64123584000001
37.36559806499999,126.641245724
37.365601448999996,126.641255765
37.365604722,126.641266015
37.365607811,126.64127652799999
37.365610785,126.64128728699998
37.365613656,126.641298325
37.365616337999995,126.641309626
37.365618743,126.641321093
37.36562082,126.641332846
37.365622598,126.64134503
37.365624065,126.641357473
37.365625073,126.64137003699999
37.365625724,126.64138278299998
37.365625957999995,126.641395645
37.365625716000004,126.64140855999999
37.365625168,126.64142168399998
37.365624149999995,126.641434938
37.365622748,126.641448169
