id,latitude,longitude
ego_0,35.64814612,128.40231814666666
ego_1,35.648148005,128.40231704333334
ego_2,35.64814989,128.40231593833335
ego_3,35.64814989,128.40231593833335
ego_4,35.64815177,128.402314835
ego_5,35.648153646666664,128.40231373
ego_6,35.648153646666664,128.40231373
ego_7,35.648155521666666,128.40231262166665
ego_8,35.648157393333335,128.40231151166665
ego_9,35.648157393333335,128.40231151166665
ego_10,35.648159265,128.40231040166665
ego_11,35.648159265,128.40231040166665
ego_12,35.648161125,128.40230928166667
ego_13,35.648162991666666,128.40230817
ego_14,35.648164853333334,128.40230705666667
ego_15,35.648164853333334,128.40230705666667
ego_16,35.648164853333334,128.40230705666667
ego_17,35.648168565,128.40230483166667
ego_18,35.648168565,128.40230483166667
ego_19,35.648170415,128.40230372
ego_20,35.648172261666666,128.402302605
ego_21,35.648172261666666,128.402302605
ego_22,35.648174108333336,128.40230149166666
ego_23,35.64817595,128.402300375
ego_24,35.64817595,128.402300375
ego_25,35.64817779,128.40229925666668
ego_26,35.64817966166667,128.402298095
ego_27,35.64817966166667,128.402298095
ego_28,35.64818150166667,128.40229697
ego_29,35.64818333666667,128.40229584666668
ego_30,35.64818333666667,128.40229584666668
ego_31,35.648185166666664,128.40229472333334
ego_32,35.64818699333333,128.4022936
ego_33,35.64818699333333,128.4022936
ego_34,35.64818699333333,128.4022936
ego_35,35.64818699333333,128.4022936
ego_36,35.648190635,128.40229135333334
ego_37,35.64819245,128.40229022833333
ego_38,35.64819426333333,128.40228910666667
ego_39,35.64819426333333,128.40228910666667
ego_40,35.64819607166667,128.40228798666666
ego_41,35.648197855,128.40228684833335
ego_42,35.648197855,128.40228684833335
ego_43,35.64819966,128.40228572333334
ego_44,35.648201465,128.40228459833332
ego_45,35.648201465,128.40228459833332
ego_46,35.64820326666667,128.402283475
ego_47,35.64820506833333,128.40228235
ego_48,35.64820506833333,128.40228235
ego_49,35.64820686666667,128.40228122333335
ego_50,35.64820686666667,128.40228122333335
ego_51,35.64820686666667,128.40228122333335
ego_52,35.648210453333334,128.40227896
ego_53,35.64821224166667,128.40227783666666
ego_54,35.64821224166667,128.40227783666666
ego_55,35.64821402333333,128.40227671333332
ego_56,35.648215801666666,128.40227558666666
ego_57,35.648215801666666,128.40227558666666
ego_58,35.64821756333333,128.40227448
ego_59,35.64821934333333,128.40227335166668
ego_60,35.64821934333333,128.40227335166668
ego_61,35.648221121666666,128.40227222
ego_62,35.64822289833333,128.40227108833332
ego_63,35.64822289833333,128.40227108833332
ego_64,35.64822467166667,128.40226995666666
ego_65,35.64822467166667,128.40226995666666
ego_66,35.64822467166667,128.40226995666666
ego_67,35.64822821,128.40226769333333
ego_68,35.64822821,128.40226769333333
ego_69,35.64822821,128.40226769333333
ego_70,35.64822821,128.40226769333333
ego_71,35.648233393333335,128.40226433166666
ego_72,35.648233393333335,128.40226433166666
ego_73,35.64823514333333,128.40226320333332
ego_74,35.64823514333333,128.40226320333332
ego_75,35.64823514333333,128.40226320333332
ego_76,35.648238635,128.40226093833334
ego_77,35.648238635,128.40226093833334
ego_78,35.648238635,128.40226093833334
ego_79,35.648238635,128.40226093833334
ego_80,35.64824384333333,128.40225753833334
ego_81,35.64824384333333,128.40225753833334
ego_82,35.648245575,128.40225640166668
ego_83,35.648245575,128.40225640166668
ego_84,35.648245575,128.40225640166668
ego_85,35.648245575,128.40225640166668
ego_86,35.648245575,128.40225640166668
ego_87,35.648245575,128.40225640166668
ego_88,35.648245575,128.40225640166668
ego_89,35.648245575,128.40225640166668
ego_90,35.648245575,128.40225640166668
ego_91,35.648245575,128.40225640166668
ego_92,35.648245575,128.40225640166668
ego_93,35.648245575,128.40225640166668
ego_94,35.648259275,128.40224729333335
ego_95,35.648259275,128.40224729333335
ego_96,35.648259275,128.40224729333335
ego_97,35.64826267666667,128.402245015
ego_98,35.64826437333333,128.40224387333333
ego_99,35.64826437333333,128.40224387333333
ego_100,35.64826437333333,128.40224387333333
ego_101,35.64826437333333,128.40224387333333
ego_102,35.64826437333333,128.40224387333333
ego_103,35.64826437333333,128.40224387333333
ego_104,35.64827111,128.40223928333333
ego_105,35.64827111,128.40223928333333
ego_106,35.64827279166666,128.40223814333334
ego_107,35.64827279166666,128.40223814333334
ego_108,35.64827279166666,128.40223814333334
ego_109,35.64827279166666,128.40223814333334
ego_110,35.648277825,128.40223472166667
ego_111,35.648277825,128.40223472166667
ego_112,35.6482795,128.40223358333333
ego_113,35.6482795,128.40223358333333
ego_114,35.6482795,128.40223358333333
ego_115,35.648282843333334,128.40223131
ego_116,35.648284483333335,128.40223014166668
ego_117,35.648284483333335,128.40223014166668
ego_118,35.64828615333333,128.40222900666666
ego_119,35.64828615333333,128.40222900666666
ego_120,35.64828615333333,128.40222900666666
ego_121,35.64828615333333,128.40222900666666
ego_122,35.648291155,128.402225595
ego_123,35.648291155,128.402225595
ego_124,35.648292821666665,128.40222446166666
ego_125,35.648294486666664,128.40222333166668
ego_126,35.648294486666664,128.40222333166668
ego_127,35.64829614833333,128.40222220166666
ego_128,35.64829780833333,128.40222107333332
ego_129,35.64829780833333,128.40222107333332
ego_130,35.648299468333335,128.40221995
ego_131,35.64830107,128.40221883666666
ego_132,35.64830107,128.40221883666666
ego_133,35.648302725,128.40221772666666
ego_134,35.64830438,128.40221662166667
ego_135,35.64830438,128.40221662166667
ego_136,35.64830438,128.40221662166667
ego_137,35.64830438,128.40221662166667
