time;type;message
1717157773.4914856;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.499816;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.5489383;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.5990071;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.649176;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.6990354;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.7488637;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.7992568;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.848864;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.898841;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.9488661;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157773.9989257;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.0492203;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.0991797;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.148859;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.1989105;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.2505858;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.3004754;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.3505034;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.3988063;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.450513;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.4989731;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.550635;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.5989738;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.6488569;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.6999466;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.7493775;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.799405;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.848821;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.8992863;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.9488008;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157774.9992814;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.0489507;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.0992777;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.148969;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.1989105;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.248893;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.2993045;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.349078;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.4000385;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.4488533;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.4988759;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.5506232;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.5989807;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.6507075;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.6989129;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.7506409;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.7990263;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.8489695;WARNING;Heading mismatch between vehicle and track grid, check if vehicle oriented correctly!
1717157775.8968296;WARNING;Vehicle is out of track, check if correct reference line is provided!
